process,model,seed,horizon,z_mean,z_var,psi,psi_theory,n_eff_pert,n_eff_pert_med,n_eff_pool,n_eff_ema,n_eff_hybrid,n_eff_b,n_eff_emp,R_frobenius
SEAS,ORACLE,0,28,-0.02612789999609532,0.8948908309360485,4.59986536545772e-05,4.5998653654473914e-05,6.887301804084823,6.887301804084823,6.887301804084823,6.887301804084824,7.147174013860827,3.922061297970645,7.567315375064432,1.4489187796857779
SEAS,ORACLE,0,29,-0.023819033601930818,0.8747642406269465,3.219905755816326e-05,3.219905755813174e-05,6.887301804084823,6.887301804084823,6.887301804084823,6.887301804084824,7.147174013860827,3.922061297970645,7.567315375064432,1.4489187796857779
SEAS,ORACLE,0,30,-0.06180267540129197,0.893393313507657,2.253934029065536e-05,2.2539340290692216e-05,6.887301804084823,6.887301804084823,6.887301804084823,6.887301804084824,7.147174013860827,3.922061297970645,7.567315375064432,1.4489187796857779
SEAS,ORACLE,0,31,-0.026630002281780158,0.8570411321803281,1.5777538203525056e-05,1.5777538203484548e-05,6.887301804084823,6.887301804084823,6.887301804084823,6.887301804084824,7.147174013860827,3.922061297970645,7.567315375064432,1.4489187796857779
SEAS,ORACLE,0,32,0.00449724105909875,0.8902662584934616,1.1044276742448698e-05,1.1044276742439184e-05,6.887301804084823,6.887301804084823,6.887301804084823,6.887301804084824,7.147174013860827,3.922061297970645,7.567315375064432,1.4489187796857779
WN,ORACLE,1,1,0.0001303175703921274,1.0298504550713266,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,2,0.016987434210071182,0.8662458701223192,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,3,-0.010986998867320939,0.973047942637534,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,4,0.07328845865208007,1.0191147888101253,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,5,0.0009682372840025059,0.9270045279181836,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,6,-0.026880698369051218,0.8995073671143294,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,7,-0.07897159753648357,0.9994193857558306,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,8,0.03649514884280774,0.8245228395567161,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,9,0.0022045474472865813,1.0610219434013723,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,10,0.05767488447454542,1.0825064436376413,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,11,-0.061472106215135845,0.952509438908009,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,12,-0.07617833375067784,0.873938208289668,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,13,0.06703457732072027,0.8769392355305433,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,14,-0.015606715955531569,0.8619644529116374,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,15,0.04674413815128849,0.8682588042138455,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,16,0.03008523584853023,1.1918259553551245,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,17,-0.026180085822602006,0.8703615278590848,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,18,-0.04852424733766691,1.0430087161042272,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,19,-0.08838570230257654,0.8562818215210014,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,20,-0.024877699255053964,0.8575167794249554,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,21,-0.032425501473965446,0.9544620387240033,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,22,0.009055936610103154,1.0819263077538248,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,23,0.022644028515839364,0.87412665808091,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,24,0.01286477613729165,0.8170322846260709,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,25,-0.05154751575965178,0.9662322754291612,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,26,0.03074279085058371,0.9453119821757048,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,27,0.08783394577739927,0.8829256884180908,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,28,0.0039598343576403745,0.969434582877648,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,29,-0.007682837252706678,1.0344906766550348,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,30,-0.004092648983760358,1.0054057622404915,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,31,0.038123412337023536,0.876521122439655,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
WN,ORACLE,1,32,-0.024642564083603123,0.8631914076286421,0.0,0.0,32.0,32.0,32.0,32.0,32.37962884013037,32.0,33.68499102945165,1.240447493192882
RW,ORACLE,1,1,-0.015373401000232103,0.9841186921735718,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,2,0.011630638126308117,0.9492418928645077,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,3,-0.03661686228288252,0.9180219582317254,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,4,-0.018862560437278884,0.967213587536228,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,5,-0.020511020173643087,0.9392080151300016,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,6,-0.014812878147475396,0.9198993934144846,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,7,0.005775189464606693,0.9817115342774336,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,8,0.010318730626603406,1.0058206629362363,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,9,0.012715173869517553,0.9955763209457131,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,10,0.0029187985217113167,1.038074551619347,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,11,0.006847916952476828,1.0733436790305253,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,12,0.010638828360330775,1.0903107525686138,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,13,-0.010206804623216067,1.0677515104354294,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,14,-0.03337473212879107,1.0280258847941188,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,15,-0.028920549897825606,0.9662034494821586,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,16,-0.015502052626186036,0.9885444214865757,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,17,0.012735519076984681,0.9943101480539156,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,18,-0.0018451616067678364,1.025947474368874,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,19,-2.0897159253732885e-05,1.0308902756215939,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,20,-0.0015672495680049891,1.0320961433444642,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,21,-7.473910385021062e-05,1.0193805095055564,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,22,-0.011858246344786435,0.9776961494226756,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,23,0.009601240505356141,1.0055848802849676,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,24,0.006336947511901568,0.9821025363390467,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,25,0.010626966683830143,0.9316958469342153,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,26,0.012970517165825963,0.9044156768246512,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,27,0.03784533239394175,0.9213211454125364,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,28,0.038015032457508674,0.9166465521649373,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,29,0.05290514929072621,0.8989476321847573,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,30,0.05564589331486057,0.9496477164103798,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,31,0.0618358621880322,0.9621686333140167,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
RW,ORACLE,1,32,0.05158408989804838,0.973147710696557,1.0000000000000029,1.0,1.934552334479489,1.9345523344794924,1.9345523344794897,1.9345523344794893,1.9411556483379668,1.0022955959095983,1.957734621833105,0.9899587520111406
AR1,ORACLE,1,1,-0.011615494434393225,0.9400357489223512,0.7,0.7,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,2,0.0085493221395681,1.0819116402382734,0.49,0.48999999999999994,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,3,0.03461986583625803,1.0668566765375564,0.3429999999999999,0.3429999999999999,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,4,0.017655484064658104,1.0429266578378231,0.24009999999999995,0.24009999999999992,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,5,0.11675916274182659,0.8821207431692581,0.16806999999999991,0.16806999999999994,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,6,0.049546310444481184,0.8842458530301902,0.11764899999999998,0.11764899999999996,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,7,0.06812492449522753,0.9453471624964148,0.08235429999999996,0.08235429999999996,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,8,0.005936993400146875,0.9485943644573962,0.05764800999999997,0.05764800999999997,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,9,-0.02381086223786923,1.000501319739429,0.04035360699999998,0.04035360699999998,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,10,0.0642677356158002,1.0544530506498828,0.02824752489999998,0.02824752489999998,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,11,0.058024268381038906,1.041425606501484,0.019773267429999988,0.019773267429999988,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,12,0.0640293067423336,0.9872419911875076,0.01384128720099999,0.01384128720099999,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,13,0.054125030034127435,0.8935721070057635,0.009688901040699992,0.009688901040699992,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,14,0.03781014512336444,0.9774286506093905,0.006782230728489994,0.006782230728489994,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,15,-0.017959367499078782,0.8768971914130302,0.004747561509942996,0.004747561509942996,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,16,0.07447250825721957,1.0431187083328117,0.003323293056960097,0.0033232930569600965,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,17,0.07478662980827344,0.9651685741249825,0.002326305139872068,0.0023263051398720674,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,18,0.008306628059154206,0.9382233150861587,0.0016284135979104473,0.001628413597910447,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,19,-0.05548696225965607,0.9133701136552488,0.0011398895185373132,0.001139889518537313,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,20,0.047975542957255514,0.922328014651612,0.0007979226629761189,0.0007979226629761189,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,21,0.019485040284053633,0.8372276420208233,0.0005585458640832834,0.0005585458640832833,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,22,0.03854483714352199,0.9513195588241636,0.0003909821048582984,0.00039098210485829826,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,23,-0.019522600337605917,1.0811161071892001,0.00027368747340080884,0.0002736874734008088,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,24,-0.009071723968167902,1.0026499677071528,0.00019158123138056615,0.00019158123138056612,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,25,-0.06616650416640066,1.0698065628987201,0.00013410686196639626,0.00013410686196639628,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,26,-0.009572176245802625,0.9776608910537565,9.387480337647739e-05,9.387480337647739e-05,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,27,0.03900389004043222,0.9216078571629812,6.571236236353417e-05,6.571236236353417e-05,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,28,0.003859552864251444,0.8625634130684978,4.5998653654473914e-05,4.5998653654473914e-05,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,29,0.01815139631996398,0.7724885559953791,3.219905755813173e-05,3.219905755813174e-05,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,30,0.0632996727067138,1.0117996620022913,2.2539340290692216e-05,2.2539340290692216e-05,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,31,0.0009598132988854975,1.0076743750378319,1.5777538203484548e-05,1.5777538203484548e-05,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
AR1,ORACLE,1,32,-0.064954533754576,0.9727489975764904,1.1044276742439184e-05,1.1044276742439184e-05,6.887301804084822,6.8873018040848235,6.887301804084822,6.887301804084824,7.23911210210189,3.9220612979706457,7.812786792800719,1.3269045102281802
SEAS,ORACLE,1,1,-0.030095846988536897,0.9078580245482014,0.6999999999999994,0.7,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,2,-0.05420227679078008,0.8101256402567222,0.4899999999999998,0.48999999999999994,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,3,0.032696531377996677,0.8172407887143672,0.3429999999999998,0.3429999999999999,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,4,0.04346764378321956,0.8831336151351277,0.2400999999999999,0.24009999999999992,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,5,0.006454390333632812,0.9319035178686056,0.16806999999999975,0.16806999999999994,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,6,0.03250783096188628,0.88800795394069,0.11764899999999967,0.11764899999999996,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,7,0.06937974763926145,0.9115444837589496,0.0823542999999998,0.08235429999999996,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,8,0.07445479418266779,0.9574650461450892,0.057648009999999916,0.05764800999999997,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,9,0.06382523811547615,0.8767855142119538,0.04035360699999992,0.04035360699999998,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,10,0.1302350515250858,0.8908797673134078,0.028247524899999932,0.02824752489999998,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,11,0.1072676747988291,0.9739642331047859,0.019773267430000036,0.019773267429999988,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,12,0.053694558689771056,1.0224297831121916,0.013841287200999896,0.01384128720099999,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,13,0.002377537658628199,0.947433656197024,0.009688901040700141,0.009688901040699992,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,14,-0.04505366489106027,0.9842256658728781,0.006782230728489908,0.006782230728489994,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,15,0.05883446996165924,0.9662008515070486,0.004747561509943007,0.004747561509942996,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,16,0.005215338640379278,0.9606983829271987,0.003323293056960085,0.0033232930569600965,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,17,-0.04283895405565209,1.1806259156205574,0.0023263051398720795,0.0023263051398720674,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,18,-0.02976902974061854,1.0285159695112838,0.0016284135979104252,0.001628413597910447,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,19,0.025125818668757245,1.0775780235624146,0.0011398895185373362,0.001139889518537313,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,20,0.09913790395799367,0.953020707446769,0.0007979226629760337,0.0007979226629761189,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,21,0.10708780460208187,0.9765423237810759,0.0005585458640832661,0.0005585458640832833,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,22,0.040861824092704106,0.9156725959735146,0.0003909821048582887,0.00039098210485829826,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,23,0.005359969539017963,1.0160819514422292,0.00027368747340079236,0.0002736874734008088,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,24,-0.04874512815151162,1.0755228252558318,0.00019158123138054045,0.00019158123138056612,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,25,-0.056529133903817065,0.9799869778735338,0.0001341068619664087,0.00013410686196639628,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,26,-0.08921459689830881,0.9005926297817765,9.3874803376551e-05,9.387480337647739e-05,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
SEAS,ORACLE,1,27,-0.08786193821343023,0.93243956851036,6.57123623635231e-05,6.571236236353417e-05,6.887301804084824,6.887301804084826,6.887301804084826,6.887301804084827,6.83559267060719,3.922061297970646,6.924006683644039,1.4345472450881889
